SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,Month,Season,IsWinter,IsSummer,IsIceCream,Price_Change,Days_Since_Last_Price_Update
30301,Bakery,Pastries,,Bakery/Pastries,890962620,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-10-28,10,Fall,0,0,0,0.0,0.0
60601,Bakery,Bread,,Bakery/Bread,744762430,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-08-11,8,Summer,0,1,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,955696888,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-11-20,11,Fall,0,0,0,0.0,0.0
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,116868003,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-07-28,7,Summer,0,1,0,0.0,0.0
30301,Beverages,Soda,,Beverages/Soda,802708496,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.99,2,Regular,2022-05-02,5,Spring,0,0,0,0.0,0.0
79936,Deli,Cheese,,Deli/Cheese,178510527,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.49,8,Regular,2022-03-28,3,Spring,0,0,0,0.0,0.0
30301,Deli,Prepared Meals,,Deli/Prepared Meals,425160642,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-05-18,5,Spring,0,0,0,0.0,0.0
30301,Bakery,Cakes,,Bakery/Cakes,158124867,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-06-25,6,Summer,0,1,0,0.0,0.0
30301,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,763693244,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Regular,2022-10-18,10,Fall,0,0,1,0.0,0.0
60601,Bakery,Pastries,,Bakery/Pastries,750961174,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-02-16,2,Winter,1,0,0,0.0,0.0
90001,Beverages,Soda,,Beverages/Soda,945038760,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-06-18,6,Summer,0,1,0,0.0,0.0
30301,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,215742414,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-01-21,1,Winter,1,0,0,0.0,0.0
60601,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",352642517,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-03-23,3,Spring,0,0,0,0.0,0.0
79936,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,426637097,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-10-11,10,Fall,0,0,0,0.0,0.0
79936,Deli,Prepared Meals,,Deli/Prepared Meals,692607012,https://www.walmart.com/ip/Beef-Stroganoff,"Stouffer's Beef Stroganoff, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-10-18,10,Fall,0,0,0,0.0,0.0
90001,Beverages,Juice,,Beverages/Juice,487128549,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-03-18,3,Spring,0,0,0,0.0,0.0
10001,Deli,Cheese,,Deli/Cheese,288144761,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-12-14,12,Winter,1,0,0,0.0,0.0
10001,Bakery,Cakes,,Bakery/Cakes,703069572,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-04-25,4,Spring,0,0,0,0.0,0.0
30301,Snacks,Chips,,Snacks/Chips,914573013,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-12-26,12,Winter,1,0,0,0.0,0.0
10001,Bakery,Cakes,,Bakery/Cakes,905312782,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.99,15,Regular,2022-12-29,12,Winter,1,0,0,0.0,0.0
30301,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",200362923,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-07-27,7,Summer,0,1,0,0.0,0.0
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,742481869,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-11-18,11,Fall,0,0,0,0.0,0.0
79936,Beverages,Juice,,Beverages/Juice,666310489,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.49,64,Regular,2022-07-09,7,Summer,0,1,0,0.0,0.0
79936,Beverages,Soda,,Beverages/Soda,362441015,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.99,2,Regular,2022-10-03,10,Fall,0,0,0,0.0,0.0
90001,Bakery,Cakes,,Bakery/Cakes,909468510,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.99,15,Regular,2022-03-14,3,Spring,0,0,0,0.0,0.0
10001,Snacks,Chips,,Snacks/Chips,796618128,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-02-05,2,Winter,1,0,0,0.0,0.0
90001,Bakery,Pastries,,Bakery/Pastries,807049982,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-09-09,9,Fall,0,0,0,0.0,0.0
60601,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,516737486,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-07-21,7,Summer,0,1,0,0.0,0.0
10001,Deli,Cheese,,Deli/Cheese,213661234,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.49,8,Regular,2022-10-30,10,Fall,0,0,0,0.0,0.0
30301,Deli,Cheese,,Deli/Cheese,926634434,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-12-14,12,Winter,1,0,0,0.0,0.0
60601,Beverages,Soda,,Beverages/Soda,253511734,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-02-21,2,Winter,1,0,0,0.0,0.0
30301,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,978055779,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-04-14,4,Spring,0,0,0,0.0,0.0
10001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,564893062,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.99,30,Regular,2022-02-12,2,Winter,1,0,0,0.0,0.0
79936,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,642209763,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-08-18,8,Summer,0,1,0,0.0,0.0
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,517802982,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-02-08,2,Winter,1,0,0,0.0,0.0
30301,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",660289565,https://www.walmart.com/ip/Roasted-Red-Pepper-Hummus,"Marketside Roasted Red Pepper Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-01-15,1,Winter,1,0,0,0.0,0.0
10001,Bakery,Pastries,,Bakery/Pastries,488116391,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-08-30,8,Summer,0,1,0,0.0,0.0
79936,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",399134231,https://www.walmart.com/ip/Classic-Hummus,"Marketside Classic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-06-12,6,Summer,0,1,0,0.0,0.0
30301,Bakery,Cakes,,Bakery/Cakes,408206135,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.99,15,Regular,2022-06-17,6,Summer,0,1,0,0.0,0.0
10001,Snacks,Cookies,,Snacks/Cookies,241107503,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-11-29,11,Fall,0,0,0,0.0,0.0
60601,Beverages,Juice,,Beverages/Juice,246645730,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-05-10,5,Spring,0,0,0,0.0,0.0
10001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,601368500,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Regular,2022-04-27,4,Spring,0,0,1,0.0,0.0
30301,Beverages,Water,,Beverages/Water,513597364,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-03-03,3,Spring,0,0,0,0.0,0.0
79936,Beverages,Water,,Beverages/Water,311934932,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-09-07,9,Fall,0,0,0,0.0,0.0
60601,Snacks,Cookies,,Snacks/Cookies,755752865,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.29,13,Regular,2022-11-18,11,Fall,0,0,0,0.0,0.0
30301,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,868638111,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Regular,2022-05-10,5,Spring,0,0,1,0.0,0.0
30301,Bakery,Bread,,Bakery/Bread,479588462,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-12-12,12,Winter,1,0,0,0.0,0.0
60601,Deli,Cheese,,Deli/Cheese,325442067,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.49,8,Regular,2022-03-21,3,Spring,0,0,0,0.0,0.0
60601,Beverages,Water,,Beverages/Water,485487967,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,4.99,24,Regular,2022-10-16,10,Fall,0,0,0,0.0,0.0
79936,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,867867997,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-08-17,8,Summer,0,1,0,0.0,0.0
10001,Bakery,Pastries,,Bakery/Pastries,840791147,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-01-16,1,Winter,1,0,0,0.0,0.0
60601,Snacks,Chips,,Snacks/Chips,313357612,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-10-25,10,Fall,0,0,0,0.0,0.0
60601,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,260717600,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Winter Discount,2022-01-29,1,Winter,1,0,1,0.0,0.0
30301,Beverages,Juice,,Beverages/Juice,216064811,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.49,64,Regular,2022-03-11,3,Spring,0,0,0,0.0,0.0
30301,Deli,Cheese,,Deli/Cheese,353934342,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-09-15,9,Fall,0,0,0,0.0,0.0
10001,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",918339015,https://www.walmart.com/ip/Classic-Hummus,"Marketside Classic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-03-28,3,Spring,0,0,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,923410917,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.49,16,Regular,2022-09-28,9,Fall,0,0,0,0.0,0.0
30301,Deli,Prepared Meals,,Deli/Prepared Meals,917864632,https://www.walmart.com/ip/Beef-Stroganoff,"Stouffer's Beef Stroganoff, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-11-01,11,Fall,0,0,0,0.0,0.0
90001,Bakery,Pastries,,Bakery/Pastries,614224073,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-02-03,2,Winter,1,0,0,0.0,0.0
30301,Deli,Prepared Meals,,Deli/Prepared Meals,467209254,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-01-21,1,Winter,1,0,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,389643595,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-02-26,2,Winter,1,0,0,0.0,0.0
30301,Snacks,Cookies,,Snacks/Cookies,812789344,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.29,13,Regular,2022-05-11,5,Spring,0,0,0,0.0,0.0
79936,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,799612473,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-12-23,12,Winter,1,0,0,0.0,0.0
10001,Snacks,Chips,,Snacks/Chips,744797565,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-03-09,3,Spring,0,0,0,0.0,0.0
79936,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",383817612,https://www.walmart.com/ip/Roasted-Red-Pepper-Hummus,"Marketside Roasted Red Pepper Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-02-08,2,Winter,1,0,0,0.0,0.0
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,419578814,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-02-26,2,Winter,1,0,0,0.0,0.0
60601,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,915192821,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.99,30,Regular,2022-07-17,7,Summer,0,1,0,0.0,0.0
79936,Deli,Prepared Meals,,Deli/Prepared Meals,318332069,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-01-07,1,Winter,1,0,0,0.0,0.0
30301,Deli,Cheese,,Deli/Cheese,126012398,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-06-24,6,Summer,0,1,0,0.0,0.0
10001,Beverages,Juice,,Beverages/Juice,822197215,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-07-26,7,Summer,0,1,0,0.0,0.0
30301,Beverages,Juice,,Beverages/Juice,219022185,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-06-13,6,Summer,0,1,0,0.0,0.0
90001,Snacks,Cookies,,Snacks/Cookies,268440093,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.29,13,Regular,2022-01-10,1,Winter,1,0,0,0.0,0.0
60601,Deli,Cheese,,Deli/Cheese,501932495,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-02-17,2,Winter,1,0,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,358665323,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.49,16,Regular,2022-02-07,2,Winter,1,0,0,0.0,0.0
79936,Bakery,Pastries,,Bakery/Pastries,364738050,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-11-27,11,Fall,0,0,0,0.0,0.0
79936,Beverages,Water,,Beverages/Water,822850639,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,4.99,24,Regular,2022-02-22,2,Winter,1,0,0,0.0,0.0
60601,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,755107390,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-07-09,7,Summer,0,1,0,0.0,0.0
90001,Snacks,Cookies,,Snacks/Cookies,287521601,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.29,13,Regular,2022-05-05,5,Spring,0,0,0,0.0,0.0
79936,Beverages,Juice,,Beverages/Juice,304331587,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-12-17,12,Winter,1,0,0,0.0,0.0
30301,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,287302031,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-06-07,6,Summer,0,1,0,0.0,0.0
30301,Deli,Prepared Meals,,Deli/Prepared Meals,888712506,https://www.walmart.com/ip/Beef-Stroganoff,"Stouffer's Beef Stroganoff, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-03-22,3,Spring,0,0,0,0.0,0.0
10001,Beverages,Juice,,Beverages/Juice,877897654,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.49,64,Regular,2022-11-06,11,Fall,0,0,0,0.0,0.0
60601,Bakery,Pastries,,Bakery/Pastries,393588808,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-11-07,11,Fall,0,0,0,0.0,0.0
90001,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",407159647,https://www.walmart.com/ip/Classic-Hummus,"Marketside Classic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-02-04,2,Winter,1,0,0,0.0,0.0
60601,Bakery,Bread,,Bakery/Bread,504201747,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-06-23,6,Summer,0,1,0,0.0,0.0
90001,Snacks,Cookies,,Snacks/Cookies,989673701,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-12-16,12,Winter,1,0,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,273913975,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.49,16,Regular,2022-01-11,1,Winter,1,0,0,0.0,0.0
10001,Deli,Cheese,,Deli/Cheese,746724847,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-09-07,9,Fall,0,0,0,0.0,0.0
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,221977868,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.49,16,Regular,2022-10-31,10,Fall,0,0,0,0.0,0.0
30301,Beverages,Water,,Beverages/Water,940125652,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-02-17,2,Winter,1,0,0,0.0,0.0
79936,Beverages,Soda,,Beverages/Soda,181610181,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-03-07,3,Spring,0,0,0,0.0,0.0
79936,Deli,Cheese,,Deli/Cheese,239890938,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.49,8,Regular,2022-01-03,1,Winter,1,0,0,0.0,0.0
30301,Bakery,Bread,,Bakery/Bread,983586162,https://www.walmart.com/ip/Whole-Wheat-Bread,"Arnold Whole Wheat Bread, 20 Oz",Arnold,2.99,2.99,20,Regular,2022-01-01,1,Winter,1,0,0,0.0,0.0
30301,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",785616979,https://www.walmart.com/ip/Classic-Hummus,"Marketside Classic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-07-30,7,Summer,0,1,0,0.0,0.0
79936,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,233261785,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-11-30,11,Fall,0,0,0,0.0,0.0
30301,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,603120072,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.49,16,Regular,2022-06-22,6,Summer,0,1,0,0.0,0.0
79936,Bakery,Bread,,Bakery/Bread,542055963,https://www.walmart.com/ip/Whole-Wheat-Bread,"Arnold Whole Wheat Bread, 20 Oz",Arnold,2.99,2.99,20,Regular,2022-01-31,1,Winter,1,0,0,0.0,0.0
79936,Deli,Cheese,,Deli/Cheese,306942709,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-09-29,9,Fall,0,0,0,0.0,0.0
90001,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,509859247,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-04-19,4,Spring,0,0,0,0.0,0.0
10001,Deli,Prepared Meals,,Deli/Prepared Meals,365524626,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,4.99,12,Regular,2022-05-15,5,Spring,0,0,0,0.0,0.0
30301,Beverages,Water,,Beverages/Water,291285557,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-09-03,9,Fall,0,0,0,0.0,0.0
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,352336792,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-02-28,2,Winter,1,0,0,0.0,0.0
90001,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,775392240,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-05-31,5,Spring,0,0,0,0.0,0.0
60601,Deli,Cheese,,Deli/Cheese,271258697,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.49,8,Regular,2022-03-29,3,Spring,0,0,0,0.0,0.0
90001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,280879624,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Summer Premium,2022-08-21,8,Summer,0,1,1,0.0,0.0
90001,Snacks,Chips,,Snacks/Chips,667903698,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-11-09,11,Fall,0,0,0,0.0,0.0
30301,Bakery,Pastries,,Bakery/Pastries,553830791,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-07-08,7,Summer,0,1,0,0.0,0.0
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,763096243,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-09-19,9,Fall,0,0,0,0.0,0.0
10001,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",360339960,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-01-28,1,Winter,1,0,0,0.0,0.0
60601,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,591721369,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Summer Premium,2022-07-04,7,Summer,0,1,1,0.0,0.0
